ID, route, distanceKm, originAirport, originCity, latitude, longitude, destinationAirport, destinationCity, latitude, longitude, dayOfWeek, departureTime, arrivalTime, flightSize
CA1962, YYZ-YEG, 2689, YYZ, Toronto, 43.6772003174, -79.63059997559999, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:21, 12:50, 81, 
CA3309, YOS-YSP, 625, YOS, Owen Sound, 44.5903015137, -80.8375015259, YSP, Marathon, 48.75529861450195, -86.34439849853516, 4, 07:32, 08:29, 232, 
CA177, YEG-YOW, 2850, YEG, Edmonton, 53.309700012200004, -113.580001831, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 07:44, 12:15, 145, 
CA1256, YTS-YGV, 1296, YTS, Timmins, 48.569698333699996, -81.376701355, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, 5, 08:56, 11:07, 110, 
CA1641, YWK-YSN, 3529, YWK, Wabush, 52.92190170288086, -66.8644027709961, YSN, Salmon Arm, 50.682802, -119.228996, 4, 21:33, 03:13, 232, 
CA3412, WPC-ZFM, 2304, WPC, Pincher Creek, 49.520599365200006, -113.997001648, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, 3, 11:06, 15:21, 110, 
CA2105, YZF-YLW, 1423, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, YLW, Kelowna, 49.9561004639, -119.377998352, 1, 16:09, 18:19, 81, 
CA2617, YPH-YST, 1155, YPH, Inukjuak, 58.471900939941406, -78.07689666748047, YST, St. Theresa Point, 53.84560012817383, -94.85189819335938, 1, 19:04, 20:53, 110, 
CA1483, YVR-YHZ, 4430, YVR, Vancouver, 49.193901062, -123.183998108, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 07:08, 14:45, 81, 
CA214, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 06:27, 11:43, 145, 
CA2495, YHR-YHT, 4717, YHR, Chevery, 50.46889877319336, -59.63669967651367, YHT, Haines Junction, 60.78919982910156, -137.54600524902344, 4, 07:04, 14:29, 232, 
CA2756, ZPB-YYQ, 551, ZPB, Sachigo Lake, 53.8911018371582, -92.19640350341797, YYQ, Churchill, 58.739200592041016, -94.06500244140625, 2, 07:09, 08:05, 232, 
CA2467, YGZ-YQI, 3710, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, YQI, Yarmouth, 43.826900482177734, -66.08809661865234, 6, 19:38, 01:36, 110, 
CA1616, YWA-YCW, 3319, YWA, Petawawa, 45.95220184326172, -77.31919860839844, YCW, Chilliwack, 49.1528015137, -121.939002991, 4, 08:40, 13:57, 232, 
CA2037, YYZ-YVO, 507, YYZ, Toronto, 43.6772003174, -79.63059997559999, YVO, Val D'or, 48.0532989502, -77.7827987671, 3, 07:04, 07:55, 232, 
CA1354, YUL-YYC, 3006, YUL, Montreal, 45.4706001282, -73.7407989502, YYC, Calgary, 51.113899231, -114.019996643, 0, 06:48, 11:57, 232, 
CA948, YQB-YOW, 368, YQB, Quebec, 46.7911, -71.393303, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 05:57, 06:42, 145, 
CA1309, YUL-YQB, 233, YUL, Montreal, 45.4706001282, -73.7407989502, YQB, Quebec, 46.7911, -71.393303, 0, 06:59, 07:44, 145, 
CA2737, ZJN-YUX, 2130, ZJN, Swan River, 52.120601654052734, -101.23600006103516, YUX, Hall Beach, 68.77610015869999, -81.2425, 4, 20:40, 00:24, 145, 
CA974, YQB-YVR, 3788, YQB, Quebec, 46.7911, -71.393303, YVR, Vancouver, 49.193901062, -123.183998108, 0, 07:54, 14:35, 145, 
CA1727, YXT-YDP, 4050, YXT, Terrace, 54.468498, -128.576009, YDP, Nain, 56.549198150634766, -61.680301666259766, 3, 22:52, 05:30, 110, 
CA2122, YZH-YNL, 730, YZH, Slave Lake, 55.2930984497, -114.777000427, YNL, Points North Landing, 58.27669906616211, -104.08200073242188, 7, 22:52, 00:05, 110, 
CA2635, YQD-YFA, 1306, YQD, The Pas, 53.97140121459961, -101.09100341796875, YFA, Fort Albany, 52.20140075683594, -81.6968994140625, 5, 20:41, 22:46, 110, 
CA2458, YGZ-YYZ, 3645, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, YYZ, Toronto, 43.6772003174, -79.63059997559999, 2, 19:04, 01:29, 110, 
CA1599, YVR-YCQ, 729, YVR, Vancouver, 49.193901062, -123.183998108, YCQ, Chetwynd, 55.687198638916016, -121.62699890136719, 1, 20:55, 22:11, 145, 
CA83, YZS-YEG, 2090, YZS, Coral Harbour, 64.1932983398, -83.3593978882, YEG, Edmonton, 53.309700012200004, -113.580001831, 4, 14:52, 18:04, 110, 
CA545, YJT-YXU, 1848, YJT, Stephenville, 48.5442008972168, -58.54999923706055, YXU, London, 43.035599, -81.1539, 2, 23:48, 02:44, 81, 
CA1318, YUL-YQB, 233, YUL, Montreal, 45.4706001282, -73.7407989502, YQB, Quebec, 46.7911, -71.393303, 0, 05:31, 06:16, 145, 
CA382, YGR-YLR, 2763, YGR, Iles De La Madeleine, 47.42470169067383, -61.778099060058594, YLR, Leaf Rapids, 56.513301849365234, -99.98529815673828, 3, 20:21, 00:58, 110, 
CA2331, YAC-YVO, 1083, YAC, Cat Lake, 51.72719955444336, -91.82440185546875, YVO, Val D'or, 48.0532989502, -77.7827987671, 1, 09:28, 11:26, 145, 
CA1955, YYZ-YCT, 2525, YYZ, Toronto, 43.6772003174, -79.63059997559999, YCT, Coronation, 52.0750007629, -111.444999695, 6, 19:52, 00:25, 145, 
CA1847, YYC-YYZ, 2690, YYC, Calgary, 51.113899231, -114.019996643, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 05:24, 10:11, 145, 
CA3107, YGM-YBB, 2029, YGM, Gimli, 50.62810134887695, -97.04329681396484, YBB, Pelly Bay, 68.534401, -89.808098, 4, 10:27, 13:32, 110, 
CA2866, YTF-YPX, 1333, YTF, Alma, 48.50889968869999, -71.64189910889999, YPX, Puvirnituq, 60.05059814453125, -77.28690338134766, 6, 06:42, 08:53, 232, 
CA1623, YWA-YHZ, 1083, YWA, Petawawa, 45.95220184326172, -77.31919860839844, YHZ, Halifax, 44.8807983398, -63.5085983276, 6, 11:19, 13:17, 110, 
CA1315, YUL-YQB, 233, YUL, Montreal, 45.4706001282, -73.7407989502, YQB, Quebec, 46.7911, -71.393303, 0, 07:53, 08:38, 110, 
CA440, YHZ-YQB, 646, YHZ, Halifax, 44.8807983398, -63.5085983276, YQB, Quebec, 46.7911, -71.393303, 0, 05:33, 06:38, 232, 
CA341, YFR-YPJ, 2396, YFR, Fort Resolution, 61.1808013916, -113.690002441, YPJ, Aupaluk, 59.29669952392578, -69.59970092773438, 6, 19:11, 22:50, 232, 
CA1836, YYC-YVR, 686, YYC, Calgary, 51.113899231, -114.019996643, YVR, Vancouver, 49.193901062, -123.183998108, 0, 08:59, 10:13, 110, 
CA471, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 05:10, 11:36, 81, 
CA2199, YOA-YQB, 3077, YOA, Ekati, 64.6988983154, -110.614997864, YQB, Quebec, 46.7911, -71.393303, 3, 10:51, 15:57, 110, 
CA598, YLW-YYC, 399, YLW, Kelowna, 49.9561004639, -119.377998352, YYC, Calgary, 51.113899231, -114.019996643, 4, 13:17, 14:02, 232, 
CA769, YOW-YYC, 2879, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYC, Calgary, 51.113899231, -114.019996643, 0, 11:00, 15:36, 110, 
CA2150, YZT-YOW, 3813, YZT, Port Hardy, 50.680599212646484, -127.36699676513672, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 3, 13:53, 20:12, 81, 
CA650, YNA-ZPB, 2103, YNA, Natashquan, 50.189998626708984, -61.78919982910156, ZPB, Sachigo Lake, 53.8911018371582, -92.19640350341797, 4, 06:48, 10:13, 81, 
CA2345, XKS-YQM, 1894, XKS, Kasabonika, 53.52470016479492, -88.6427993774414, YQM, Moncton, 46.11220169067383, -64.67859649658203, 7, 17:04, 20:17, 110, 
CA3190, YBA-YCQ, 640, YBA, Banff, 51.207340469900004, -115.541861057, YCQ, Chetwynd, 55.687198638916016, -121.62699890136719, 2, 09:15, 10:24, 232, 
CA1637, YWK-YLK, 1318, YWK, Wabush, 52.92190170288086, -66.8644027709961, YLK, Barrie-Orillia, 44.4852981567, -79.55560302730001, 5, 23:03, 01:08, 81, 
CA1477, YVR-YHZ, 4430, YVR, Vancouver, 49.193901062, -123.183998108, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 08:58, 16:56, 145, 
CA206, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 11:08, 16:29, 232, 
CA3025, YBI-YEM, 2045, YBI, Black Tickle, 53.4693984985, -55.784999847399995, YEM, Manitowaning, 45.84280014038086, -81.85810089111328, 2, 21:48, 01:17, 232, 
CA2087, YYZ-YTQ, 1794, YYZ, Toronto, 43.6772003174, -79.63059997559999, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, 3, 15:53, 18:50, 232, 
CA760, YOW-YYC, 2879, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYC, Calgary, 51.113899231, -114.019996643, 0, 07:27, 12:40, 145, 
CA2475, CXH-YOW, 3545, CXH, Vancouver, 49.2943992615, -123.111000061, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 5, 10:49, 17:12, 232, 
CA218, YEG-YVR, 809, YEG, Edmonton, 53.309700012200004, -113.580001831, YVR, Vancouver, 49.193901062, -123.183998108, 0, 05:47, 07:16, 145, 
CA267, YEG-XPK, 838, YEG, Edmonton, 53.309700012200004, -113.580001831, XPK, Pukatawagan, 55.7491989136, -101.26599884, 6, 09:19, 10:50, 232, 
CA2264, SUR-YUX, 1827, SUR, Summer Beaver, 52.70859909057617, -88.54190063476562, YUX, Hall Beach, 68.77610015869999, -81.2425, 2, 13:40, 16:57, 145, 
CA65, YCL-YDQ, 3697, YCL, Charlo, 47.990799, -66.330299, YDQ, Dawson Creek, 55.7422981262207, -120.18299865722656, 4, 05:36, 11:24, 81, 
CA815, YOW-YBI, 1692, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YBI, Black Tickle, 53.4693984985, -55.784999847399995, 7, 22:54, 01:30, 145, 
CA2807, ZSW-YHZ, 4737, ZSW, Prince Rupert, 54.33330154418945, -130.2830047607422, YHZ, Halifax, 44.8807983398, -63.5085983276, 2, 21:44, 05:01, 110, 
CA764, YOW-YYC, 2879, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYC, Calgary, 51.113899231, -114.019996643, 0, 05:01, 10:04, 110, 
CA2973, YQI-YQB, 529, YQI, Yarmouth, 43.826900482177734, -66.08809661865234, YQB, Quebec, 46.7911, -71.393303, 4, 21:10, 22:04, 232, 
CA2147, YZR-YBY, 2413, YZR, Sarnia, 42.9994010925293, -82.30889892578125, YBY, Bonnyville, 54.304199, -110.744003, 2, 07:54, 11:56, 145, 
CA485, YHZ-YYZ, 1288, YHZ, Halifax, 44.8807983398, -63.5085983276, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 07:55, 10:12, 145, 
CA3024, YBI-YYE, 4005, YBI, Black Tickle, 53.4693984985, -55.784999847399995, YYE, Fort Nelson, 58.8363990784, -122.597000122, 7, 20:53, 03:20, 232, 
CA28, YBC-YXZ, 1225, YBC, Baie Comeau, 49.13249969482422, -68.20439910888672, YXZ, Wawa, 47.96670150756836, -84.78669738769531, 1, 07:40, 09:47, 110, 
CA2419, YGB-YBI, 4582, YGB, Texada, 49.69419860839844, -124.51799774169922, YBI, Black Tickle, 53.4693984985, -55.784999847399995, 1, 21:17, 05:45, 145, 
CA1455, YVR-YCH, 4190, YVR, Vancouver, 49.193901062, -123.183998108, YCH, Chatham, 47.007801, -65.449203, 4, 08:29, 16:03, 232, 
CA3285, YJF-YZG, 2511, YJF, Fort Liard, 60.235801696799996, -123.46900177, YZG, Salluit, 62.17940139770508, -75.66719818115234, 2, 09:55, 14:27, 145, 
CA1829, YYC-YVQ, 1737, YYC, Calgary, 51.113899231, -114.019996643, YVQ, Norman Wells, 65.28160095214844, -126.7979965209961, 3, 11:28, 14:34, 81, 
CA386, YHD-YNS, 1184, YHD, Dryden, 49.831699, -92.744202, YNS, Nemiscau, 51.69110107421875, -76.1355972290039, 1, 13:10, 15:00, 145, 
CA1781, YYC-YOW, 2879, YYC, Calgary, 51.113899231, -114.019996643, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 08:36, 13:42, 110, 
CA1535, YVR-YYC, 686, YVR, Vancouver, 49.193901062, -123.183998108, YYC, Calgary, 51.113899231, -114.019996643, 0, 05:15, 06:30, 81, 
CA2585, YNE-ZKG, 2506, YNE, Norway House, 53.95830154418945, -97.84420013427734, ZKG, Kegaska, 50.1958007812, -61.265800476100004, 3, 21:56, 02:33, 81, 
CA3170, YEL-YLT, 4082, YEL, ELLIOT LAKE, 46.351398468, -82.5614013672, YLT, Alert, 82.51779937740001, -62.2806015015, 2, 22:31, 05:57, 110, 
CA1949, YYY-YQB, 312, YYY, Mont Joli, 48.60860061645508, -68.20809936523438, YQB, Quebec, 46.7911, -71.393303, 5, 16:42, 17:27, 81, 
CA321, YFE-ZGR, 1894, YFE, Forestville, 48.74610137939453, -69.09719848632812, ZGR, Little Grand Rapids, 52.04560089111328, -95.4657974243164, 3, 06:28, 09:49, 81, 
CA3223, YAL-YZG, 3302, YAL, Alert Bay, 50.58219909667969, -126.91600036621094, YZG, Salluit, 62.17940139770508, -75.66719818115234, 4, 23:30, 04:43, 145, 
CA2417, YGB-YBI, 4582, YGB, Texada, 49.69419860839844, -124.51799774169922, YBI, Black Tickle, 53.4693984985, -55.784999847399995, 2, 22:40, 05:59, 110, 
CA2270, YAX-YRQ, 1460, YAX, Angling Lake, 53.84920120239258, -89.57939910888672, YRQ, Trois Rivieres, 46.35279846191406, -72.67939758300781, 3, 12:42, 15:03, 81, 
CA388, YHD-ZEM, 1028, YHD, Dryden, 49.831699, -92.744202, ZEM, Eastmain River, 52.22639846801758, -78.52249908447266, 1, 17:04, 18:42, 81, 
CA548, YJT-YYQ, 2561, YJT, Stephenville, 48.5442008972168, -58.54999923706055, YYQ, Churchill, 58.739200592041016, -94.06500244140625, 2, 08:14, 12:27, 145, 
CA1377, YUL-YYZ, 507, YUL, Montreal, 45.4706001282, -73.7407989502, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 07:26, 08:12, 110, 
CA3443, YSG-YOW, 2919, YSG, Lutselk'e, 62.418303, -110.681998, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 2, 23:36, 04:40, 110, 
CA2902, XSI-YYG, 2696, XSI, South Indian Lake, 56.7928009033, -98.9072036743, YYG, Charlottetown, 46.290000915527344, -63.12110137939453, 4, 21:42, 02:31, 145, 
CA2705, ILF-YRL, 568, ILF, Ilford, 56.0614013672, -95.613899231, YRL, Red Lake, 51.066898345947266, -93.79309844970703, 7, 15:40, 16:38, 145, 
CA3062, YSP-AKV, 1438, YSP, Marathon, 48.75529861450195, -86.34439849853516, AKV, Akulivik, 60.818599700927734, -78.14859771728516, 2, 14:50, 17:20, 81, 
CA1912, YYJ-YWL, 405, YYJ, Victoria, 48.646900177, -123.426002502, YWL, Williams Lake, 52.1831016541, -122.054000854, 3, 15:07, 15:52, 145, 
CA2679, YZG-YOJ, 2272, YZG, Salluit, 62.17940139770508, -75.66719818115234, YOJ, High Level, 58.62139892578125, -117.16500091552734, 4, 14:20, 18:27, 232, 
CA996, YQB-YYC, 3105, YQB, Quebec, 46.7911, -71.393303, YYC, Calgary, 51.113899231, -114.019996643, 0, 06:00, 11:30, 232, 
CA379, YGR-YVR, 4419, YGR, Iles De La Madeleine, 47.42470169067383, -61.778099060058594, YVR, Vancouver, 49.193901062, -123.183998108, 1, 14:40, 21:43, 81, 
CA2913, YBT-YKU, 1483, YBT, Brochet, 57.8894, -101.679001, YKU, Chisasibi, 53.805599212646484, -78.91690063476562, 3, 15:28, 18:06, 145, 
CA2275, WNN-YQG, 1271, WNN, Wunnumin Lake, 52.89390182495117, -89.28919982910156, YQG, Windsor, 42.27560043334961, -82.95559692382812, 3, 16:11, 18:24, 110, 
CA2672, YXN-YVR, 2366, YXN, Whale Cove, 62.24000167849999, -92.59809875490001, YVR, Vancouver, 49.193901062, -123.183998108, 4, 09:23, 13:17, 110, 
CA1050, YQB-YJP, 3327, YQB, Quebec, 46.7911, -71.393303, YJP, Hinton, 53.3191986084, -117.752998352, 7, 18:46, 00:39, 110, 
CA700, YOW-YEG, 2850, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:42, 13:54, 232, 
CA2196, YOA-YGP, 3218, YOA, Ekati, 64.6988983154, -110.614997864, YGP, Gaspe, 48.7752990723, -64.4785995483, 3, 21:13, 02:41, 81, 
CA468, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 07:37, 13:19, 145, 
CA2646, YRL-YNL, 1037, YRL, Red Lake, 51.066898345947266, -93.79309844970703, YNL, Points North Landing, 58.27669906616211, -104.08200073242188, 4, 21:06, 22:58, 110, 
CA91, YZS-YAB, 982, YZS, Coral Harbour, 64.1932983398, -83.3593978882, YAB, Arctic Bay, 73.0058922479, -85.0325489044, 6, 21:59, 23:38, 232, 
CA623, YMM-YZD, 2642, YMM, Fort Mcmurray, 56.653301239, -111.222000122, YZD, Toronto, 43.74250030517578, -79.4655990600586, 2, 06:07, 10:09, 110, 
CA3261, YHT-YKZ, 4202, YHT, Haines Junction, 60.78919982910156, -137.54600524902344, YKZ, Toronto, 43.86220169067383, -79.37000274658203, 1, 14:03, 20:29, 232, 
CA2400, YFH-YIV, 521, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, YIV, Island Lake, 53.857200622558594, -94.65360260009766, 3, 16:37, 17:27, 232, 
CA1779, YYC-YOW, 2879, YYC, Calgary, 51.113899231, -114.019996643, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 05:03, 09:44, 145, 
CA1982, YYZ-YHZ, 1288, YYZ, Toronto, 43.6772003174, -79.63059997559999, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 09:54, 12:09, 232, 
CA1083, YQH-YHZ, 4516, YQH, Watson Lake, 60.11640167236328, -128.82200622558594, YHZ, Halifax, 44.8807983398, -63.5085983276, 4, 10:47, 18:55, 145, 
CA249, YEG-YYZ, 2689, YEG, Edmonton, 53.309700012200004, -113.580001831, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 09:48, 13:53, 145, 
CA420, YHZ-YEG, 3683, YHZ, Halifax, 44.8807983398, -63.5085983276, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 11:58, 18:31, 232, 
CA1420, YVC-YYC, 736, YVC, La Ronge, 55.151401519800004, -105.262001038, YYC, Calgary, 51.113899231, -114.019996643, 6, 22:03, 23:12, 145, 
CA3034, YAB-YEK, 1378, YAB, Arctic Bay, 73.0058922479, -85.0325489044, YEK, Eskimo Point, 61.0942001343, -94.07080078119999, 2, 20:23, 22:48, 232, 
CA610, YMA-YHF, 3418, YMA, Mayo, 63.61640167236328, -135.8679962158203, YHF, Hearst, 49.71419906616211, -83.68609619140625, 3, 09:26, 15:06, 110, 
CA841, YPE-YSB, 2716, YPE, Peace River, 56.226898, -117.446999, YSB, Sudbury, 46.625, -80.79889678955078, 2, 19:27, 00:10, 81, 
CA2476, CXH-YOW, 3545, CXH, Vancouver, 49.2943992615, -123.111000061, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 1, 21:55, 04:03, 81, 
CA1397, YUL-XSI, 2141, YUL, Montreal, 45.4706001282, -73.7407989502, XSI, South Indian Lake, 56.7928009033, -98.9072036743, 2, 16:06, 19:35, 232, 
CA3000, YRV-YTZ, 2999, YRV, Revelstoke, 50.9667015076, -118.182998657, YTZ, Toronto, 43.627499, -79.396202, 3, 12:23, 17:02, 81, 
CA2872, YGV-YBV, 2312, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, YBV, Berens River, 52.358898, -97.018303, 4, 23:09, 02:45, 232, 
CA1742, YXX-YGV, 4120, YXX, Abbotsford, 49.025299072265625, -122.36100006103516, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, 3, 10:58, 18:13, 232, 
CA3173, YEL-YYZ, 376, YEL, ELLIOT LAKE, 46.351398468, -82.5614013672, YYZ, Toronto, 43.6772003174, -79.63059997559999, 4, 20:14, 20:59, 232, 
CA41, YBL-ZFA, 1450, YBL, Campbell River, 49.950801849365234, -125.27100372314453, ZFA, Faro, 62.20750045776367, -133.37600708007812, 3, 18:11, 20:24, 110, 
CA2967, YLY-YFO, 1558, YLY, Langley Township, 49.10079956049999, -122.630996704, YFO, Flin Flon, 54.6781005859375, -101.68199920654297, 2, 09:49, 12:30, 232, 
CA939, YQB-YOW, 368, YQB, Quebec, 46.7911, -71.393303, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 06:26, 07:11, 145, 
CA465, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 05:54, 12:09, 232, 
CA2442, YGW-YXQ, 3561, YGW, Kuujjuarapik, 55.281898498535156, -77.76529693603516, YXQ, Beaver Creek, 62.410301208496094, -140.86700439453125, 2, 23:23, 05:36, 145, 
CA2794, YTQ-YYT, 1672, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, YYT, St. John's, 47.618598938, -52.7518997192, 3, 21:50, 00:52, 145, 
CA1965, YYZ-YEG, 2689, YYZ, Toronto, 43.6772003174, -79.63059997559999, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:53, 13:38, 110, 
CA2115, YZF-YDG, 3658, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, YDG, Digby, 44.5458450365, -65.7854247093, 2, 09:56, 15:48, 145, 
CA3369, XPK-YQG, 1995, XPK, Pukatawagan, 55.7491989136, -101.26599884, YQG, Windsor, 42.27560043334961, -82.95559692382812, 2, 15:57, 19:07, 232, 
CA439, YHZ-YQB, 646, YHZ, Halifax, 44.8807983398, -63.5085983276, YQB, Quebec, 46.7911, -71.393303, 0, 07:32, 08:32, 110, 
CA110, YDF-YRG, 557, YDF, Deer Lake, 49.21080017089844, -57.39139938354492, YRG, Rigolet, 54.1796989440918, -58.45750045776367, 4, 07:58, 08:52, 145, 
CA3086, YMG-YKJ, 1591, YMG, Manitouwadge, 49.083900451660156, -85.86060333251953, YKJ, Key Lake, 57.256099700927734, -105.61799621582031, 3, 14:07, 17:00, 81, 
CA2397, YFH-YFR, 1895, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, YFR, Fort Resolution, 61.1808013916, -113.690002441, 2, 09:33, 12:30, 232, 
CA929, YQB-YHZ, 646, YQB, Quebec, 46.7911, -71.393303, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 10:33, 11:32, 145, 
CA2048, YYZ-YVR, 3346, YYZ, Toronto, 43.6772003174, -79.63059997559999, YVR, Vancouver, 49.193901062, -123.183998108, 0, 09:46, 14:50, 81, 
CA1018, YQB-YOA, 3077, YQB, Quebec, 46.7911, -71.393303, YOA, Ekati, 64.6988983154, -110.614997864, 3, 09:02, 13:51, 110, 
CA1283, YUL-YDF, 1297, YUL, Montreal, 45.4706001282, -73.7407989502, YDF, Deer Lake, 49.21080017089844, -57.39139938354492, 6, 19:22, 21:39, 81, 
CA387, YHD-ZEM, 1028, YHD, Dryden, 49.831699, -92.744202, ZEM, Eastmain River, 52.22639846801758, -78.52249908447266, 4, 21:01, 22:36, 145, 
CA2425, YGO-YXX, 1998, YGO, Gods Lake Narrows, 54.55889892578125, -94.49140167236328, YXX, Abbotsford, 49.025299072265625, -122.36100006103516, 4, 23:51, 03:20, 232, 
CA2126, YZP-YQB, 4245, YZP, Sandspit, 53.25429916379999, -131.813995361, YQB, Quebec, 46.7911, -71.393303, 6, 10:32, 17:26, 110, 
CA1287, YUL-YDQ, 3397, YUL, Montreal, 45.4706001282, -73.7407989502, YDQ, Dawson Creek, 55.7422981262207, -120.18299865722656, 7, 16:49, 22:12, 81, 
CA603, YLW-YBI, 4252, YLW, Kelowna, 49.9561004639, -119.377998352, YBI, Black Tickle, 53.4693984985, -55.784999847399995, 2, 10:40, 17:38, 110, 
CA313, YFB-YSR, 1210, YFB, Iqaluit, 63.756402, -68.555801, YSR, Nanisivik, 72.982201, -84.613602, 1, 10:12, 12:09, 110, 
CA2871, YGV-YVR, 4167, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, YVR, Vancouver, 49.193901062, -123.183998108, 4, 11:02, 17:36, 145, 
CA2903, XSI-YYG, 2696, XSI, South Indian Lake, 56.7928009033, -98.9072036743, YYG, Charlottetown, 46.290000915527344, -63.12110137939453, 6, 17:20, 21:43, 232, 
CA2131, YZP-YTF, 4128, YZP, Sandspit, 53.25429916379999, -131.813995361, YTF, Alma, 48.50889968869999, -71.64189910889999, 3, 23:42, 06:27, 110, 
CA3439, JOJ-QBC, 2048, JOJ, Doris Lake, 68.1252746582, -106.585281372, QBC, Bella Coola, 52.387501, -126.596001, 4, 23:08, 02:18, 145, 
CA1247, YTH-ZFD, 679, YTH, Thompson, 55.80110168457031, -97.86419677734375, ZFD, Fond-Du-Lac, 59.33440017700195, -107.18199920654297, 3, 19:47, 20:58, 110, 
CA2743, ZJN-ZGF, 1259, ZJN, Swan River, 52.120601654052734, -101.23600006103516, ZGF, Grand Forks, 49.01559829711914, -118.43099975585938, 2, 07:22, 09:41, 81, 
CA1225, YSR-YDP, 2096, YSR, Nanisivik, 72.982201, -84.613602, YDP, Nain, 56.549198150634766, -61.680301666259766, 1, 20:13, 23:40, 110, 
CA2525, YPJ-YAZ, 3703, YPJ, Aupaluk, 59.29669952392578, -69.59970092773438, YAZ, Tofino, 49.079833, -125.775583, 4, 15:04, 21:26, 145, 
CA1857, YYC-YYZ, 2690, YYC, Calgary, 51.113899231, -114.019996643, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 10:55, 15:06, 110, 
CA903, YQB-YEG, 3051, YQB, Quebec, 46.7911, -71.393303, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:59, 14:15, 110, 
CA1632, YWK-YWG, 2117, YWK, Wabush, 52.92190170288086, -66.8644027709961, YWG, Winnipeg, 49.909999847399995, -97.2398986816, 4, 13:20, 17:11, 110, 
CA867, YPQ-YEK, 2141, YPQ, Peterborough, 44.22999954223633, -78.36329650878906, YEK, Eskimo Point, 61.0942001343, -94.07080078119999, 3, 10:25, 14:22, 232, 
